Customer;XDC;Size;Coating;Amount;Fitting;Date_Order;Date_Delivery_Ought;Date_Delivery_Is;Delivery_Comment;General_Comment;Division_Tag;Machine;Machine_Comment;Machine_Type;Training_Kits;Dummy_Sets;Channels;Delivery_Time;Locality_Country;Locality_City;Sci_Ltd;Sci_Inc;Contract_Manufacturing;Replacement_Delivery;Replacement_for_ID;PO;PO_Inc;OC_AG;OC_Inc;Date_Order_Month;Date_Delivery_Month;Date_Order_Year;Date_Delivery_Year
Joanneum Research Forschungsgesellschaft;PDC;80;T4;1.0;S3;2020-11-19;;2020-12-21;;;;;;;;;;32.0;Austria;Weiz;;;;;;#410 (JFQHLSFPG);;25596.0;;2020-11;2020-12;2020;2020.0
Antech Diagnostics;PDC;90;T3;8.0;S5/S11;2020-07-01;;2020-09-16;;Teil 1;;;;;;;;77.0;USA;Fountain Valley;;1.0;;;;514817;;25216.0;201558.0;2020-07;2020-09;2020;2020.0
Antech Diagnostics;PDC;90;T3;12.0;S5/S11;2020-07-01;;2020-11-24;;Teil 2;;;;;;;;146.0;USA;Fountain Valley;;1.0;;;;514817;;25216.0;201558.0;2020-07;2020-11;2020;2020.0
Uni Bundeswehr Muenchen;PDC;70;T2;3.0;S5/S11;2020-11-05;;2020-12-03;;;;;;;;;;28.0;Germany;Neubiberg;;;;;;M/HSB 1/KD 562/EIT 2.1;;25601.0;;2020-11;2020-12;2020;2020.0
PCL Inc;PDC;SolB;;7.0;S5/S11;2020-11-23;;2021-01-27;;;;;;;;;;65.0;South Korea;Seoul;;;;;;20201123-PCL00115;;25605.0;;2020-11;2021-01;2020;2021.0
Z Biotech;PDC;90;;2.0;S3;2020-11-16;;2020-12-17;;;;;;;;;;31.0;USA;Aurora;;1.0;;;;#408 (FMSMBCCQZ);100504;25600.0;;2020-11;2020-12;2020;2020.0
Uni Wageningen;PDC;70;T3;1.0;S5/S11;2020-11-18;;2020-11-27;;;;;;;;;;9.0;Netherlands;Wageningen;;;;;;WUR1405743;;25607.0;;2020-11;2020-11;2020;2020.0
Torus Biosystems Inc;PDC;60;T3;4.0;S5/S11;2020-11-18;;2020-12-16;;;;;;;;;;28.0;USA;Cambridge;;1.0;;;;1000034-TXO;100508;25608.0;;2020-11;2020-12;2020;2020.0
HES-SO;PDC;90;T3;1.0;S5/S11;2020-11-24;2021-02-05;2021-02-10;;;;;;;;;;78.0;Switzerland;Sion;;;;;;# 412 (AVOUXAEZZ);;25610.0;;2020-11;2021-02;2020;2021.0
HES-SO;PDC;70;T3;1.0;S5/S11;2020-11-24;2021-02-05;2021-02-10;;;;;;;;;;78.0;Switzerland;Sion;;;;;;# 412 (AVOUXAEZZ);;25610.0;;2020-11;2021-02;2020;2021.0
fzmb GmbH;PDC;70;;1.0;S5/S11;2020-11-24;;2021-04-16;;;Abt. Biotechnologie;;;;;;;143.0;Germany;Bad Langensalza;;;;;;2,11E+11;;25611.0;;2020-11;2021-04;2020;2021.0
Randox Teoranta;PDC;80;;10.0;S5/S11;2020-11-24;2021-01-11;2021-01-29;Teil 1;;;;;;;;;66.0;Ireland;Dungloe;;;;;;522420;;25616.0;;2020-11;2021-01;2020;2021.0
LTS Lohmann Therapie-Systeme AG;NDC;NL;T2;2.0;Lee;2020-07-02;;2021-03-26;;;;;;;;;;267.0;Germany;Andernach;;;;;;4200019784;;25214.0;;2020-07;2021-03;2020;2021.0
LTS Lohmann Therapie-Systeme AG;NDC;NM;T2;2.0;Lee;2020-07-02;;2021-03-26;;;;;;;;;;267.0;Germany;Andernach;;;;;;4200019784;;25214.0;;2020-07;2021-03;2020;2021.0
LTS Lohmann Therapie-Systeme AG;NDC;NH;T2;2.0;Lee;2020-07-02;;2021-03-26;;;;;;;;;;267.0;Germany;Andernach;;;;;;4200019784;;25214.0;;2020-07;2021-03;2020;2021.0
Antech Diagnostics;PDC;90;T3;10.0;S5/S11;2020-11-23;;2021-04-06;Part 1;;;;;;;;;134.0;USA;Fountain Valley;;1.0;;;;522622;100512;25613.0;201668.0;2020-11;2021-04;2020;2021.0
ADC;PDC;80;T2;3.0;S3;2020-11-23;;2021-06-04;;;;;;;;;;193.0;USA;Alameda;;1.0;;;;#411 (JBYEWKGXT);;25617.0;;2020-11;2021-06;2020;2021.0
LifeLineLab s.r.l.;PDC;90;;3.0;S5/S11;2020-11-25;;2020-12-17;;;;;;;;;;22.0;Italy;Guidonia (RM);;;;;;201125;;25618.0;;2020-11;2020-12;2020;2020.0
Roche Diagnostics GmbH;PDC-C;CM;;1.0;S5/S11;2020-11-13;;2020-11-25;;;;;;;;;;12.0;Germany;Mannheim;;;;1.0;98492;;;25355.0;;2020-11;2020-11;2020;2020.0
Luminex Operation;PDC;80;T1;5.0;S5/S11;2020-11-01;;2020-11-27;;;;;;;;;;26.0;USA;Northbrook;;1.0;;;;;;;;2020-11;2020-11;2020;2020.0
IMP;PDC-C;CM;;1.0;S5/S11;2020-10-13;;2020-11-20;;;Research Institute Molecular Patholgy;;;;;;;38.0;Austria;Vienna;;;;;;6101924630;;25492.0;;2020-10;2020-11;2020;2020.0
IMP;PDC-C;CL;;1.0;S5/S11;2020-10-13;;2020-11-20;;;Research Institute Molecular Patholgy;;;;;;;38.0;Austria;Vienna;;;;;;6101924630;;25492.0;;2020-10;2020-11;2020;2020.0
Adarza BioSystems Inc;PDC;50;;5.0;S5/S11;2019-11-05;;2020-08-14;;Teil 2;;;;;;;;283.0;USA;St. Louis;;1.0;;;;TANDON11012019;;24661.0;;2019-11;2020-08;2019;2020.0
Adarza BioSystems Inc;PDC;50;T2;5.0;S5/S11;2019-11-05;;2020-11-23;;Teil 3 / ordered later as type 2;;;;;;;;384.0;USA;St. Louis;;1.0;;;;TANDON11012019;;24661, 25554;;2019-11;2020-11;2019;2020.0
Adarza BioSystems Inc;PDC;50;T2;1.0;S5/S11;2019-11-05;;2020-11-23;;;;;;;;;;384.0;USA;St. Louis;;1.0;;1.0;92237;TANDON11012019;;24661, 25554;;2019-11;2020-11;2019;2020.0
UCSF;PDC;80;;2.0;S5/S11;2020-11-23;2021-06-04;2021-06-10;;;BH 204;;;;;;;199.0;USA;San Francisco;;1.0;;;;499PSL0118;100511;25623.0;;2020-11;2021-06;2020;2021.0
UCSF;PDC;80;T2;2.0;S5/S11;2020-11-23;;2021-05-06;;;BH 204;;;;;;;164.0;USA;San Francisco;;1.0;;;;499PSL0118;100511;25623.0;;2020-11;2021-05;2020;2021.0
UCSF;PDC;80;T3;2.0;S5/S11;2020-11-23;2021-06-04;2021-06-10;;;BH 204;;;;;;;199.0;USA;San Francisco;;1.0;;;;499PSL0118;100511;25623.0;;2020-11;2021-06;2020;2021.0
UCSF;PDC;80;T4;2.0;S5/S11;2020-11-23;2021-06-04;2021-06-18;;;BH 204;;;;;;;207.0;USA;San Francisco;;1.0;;;;499PSL0118;100511;25623.0;;2020-11;2021-06;2020;2021.0
Roche Diagnostics GmbH;PDC-C;CM;;2.0;S5/S11;2020-11-27;2020-01-08;2021-01-08;;;;;;;;;;42.0;Germany;Mannheim;;;;;;2111026241;;25626.0;;2020-11;2021-01;2020;2021.0
Cellenion SASU;PDC-C;CL;T4;4.0;S5/S11;2020-11-23;2021-01-11;2021-01-29;in Parts splitten;;;;;;;;;67.0;France;Lyon;;;;;;410;;25628.0;;2020-11;2021-01;2020;2021.0
Cellenion SASU;PDC-C;CL;T3;2.0;S5/S11;2020-11-23;2021-01-11;2021-01-29;in Parts splitten;;;;;;;;;67.0;France;Lyon;;;;;;410;;25628.0;;2020-11;2021-01;2020;2021.0
Cellenion SASU;PDC-C;CM;;6.0;S5/S11;2020-11-23;2021-01-11;2021-01-07;in Parts splitten;;;;;;;;;45.0;France;Lyon;;;;;;410;;25628.0;;2020-11;2021-01;2020;2021.0
Cellenion SASU;PDC-C;CS;;1.0;S5/S11;2020-11-23;2021-01-11;2021-01-07;in Parts splitten;;;;;;;;;45.0;France;Lyon;;;;;;410;;25628.0;;2020-11;2021-01;2020;2021.0
Karlsruher Institut für Technologie (KIT);PDC;90;T4;2.0;S5/S11;2020-11-26;;2020-12-02;;Neu für PO:20745530, OC:25595, da falscher Fitting (S3 -> S5/S11);;;;;;;;6.0;Germany;Karlsruhe;;;;;;20749771;;25630.0;;2020-11;2020-12;2020;2020.0
Pamgene International B.V.;PDC;70;;3.0;S5/S11;2020-12-02;;2021-02-01;Teil 1;;;;;;;;;61.0;Netherlands;Hertogenbosch;;;;;;PO-MAN-000299;;25635.0;;2020-12;2021-02;2020;2021.0
SQI Diagnostics Systems Inc;PDC;70;;5.0;S5/S11;2020-12-03;2021-03-16;2021-04-14;FAT finished on 12.03.21?;Device 1;;1.0;;SX;;1;4;132.0;Canada;Toronto;;1.0;;;;7189;;25700.0;201675.0;2020-12;2021-04;2020;2021.0
Angle Biosiences Inc;PDC;70;;3.0;S5/S11;2020-12-02;;2021-07-12;;;;;;;;;;222.0;Canada;Toronto;;1.0;;;;ABI2021 0005;100519;25639.0;25639.0;2020-12;2021-07;2020;2021.0
NIH;PDC;70;T2;1.0;S5/S11;2020-08-27;2021-02-05;2021-02-05;;;National Institute of Allergy and Infectious Diseases;1.0;;S12;;1;8;162.0;USA;Gaithersburg;;1.0;;;;75N73020P00755;;25339;;2020-08;2021-02;2020;2021.0
NIH;PDC;70;;1.0;S5/S11;2020-08-27;2021-02-05;2021-02-05;;;;1.0;;S12;;;8;162.0;USA;Gaithersburg;;1.0;;;;75N73020P00755;;25339;;2020-08;2021-02;2020;2021.0
NIH;NDC;NM;T2;1.0;LEE;2020-08-27;2021-02-05;2021-03-12;Part 1;;;1.0;;S12;;;8;197.0;USA;Gaithersburg;;1.0;;;;75N73020P00755;;25339;;2020-08;2021-03;2020;2021.0
Genomica S.A.U.;PDC;70;T1;2.0;S5/S11;2020-12-02;;2021-03-12;;;;;;;;;;100.0;Spain;Madrid;;;;;;C-PED014250;;25642.0;;2020-12;2021-03;2020;2021.0
Uni Cambridge;PDC-C;CM;;2.0;S5/S11;2020-12-04;;2020-12-14;;;CRUK Cambridge Institute;;;;;;;10.0;England;Cambridge;;;;;;#413 (SZZZZNKAF);;25644.0;;2020-12;2020-12;2020;2020.0
Uni Cambridge;PDC-C;CL;;2.0;S5/S11;2020-12-04;;2020-12-14;;;CRUK Cambridge Institute;;;;;;;10.0;England;Cambridge;;;;;;#413 (SZZZZNKAF);;25644.0;;2020-12;2020-12;2020;2020.0
SQI Diagnostics Systems Inc;PDC;70;;5.0;S5/S11;2020-12-04;;2020-12-09;;;;;;;;;;5.0;Canada;Toronto;;1.0;;1.0;106997, 106748, 107329, 107334, 107684;;;25450.0;;2020-12;2020-12;2020;2020.0
ADC;PDC;80;T2;1.0;S5/S11;2020-12-07;;2020-12-08;;;;;;;;;;1.0;Ireland;Donegal;;;;1.0;107306;;;25247.0;;2020-12;2020-12;2020;2020.0
Mobidiag Ltd (Hologic);PDC;70;T1;2.0;S5/S11;2020-12-01;;2020-12-17;;Reklamation;;;;;;;;16.0;Finnland;Espoo;;;;1.0;106657, 106859;20200306JWA;;;;2020-12;2020-12;2020;2020.0
SiDx Inc;PDC;70;;1.0;S5/S11;2020-12-03;;2020-12-04;;;;;;;;;;1.0;USA;Seattle;;1.0;;1.0;102799;;;25300.0;;2020-12;2020-12;2020;2020.0
Dr. Fooke - Achterrath Laboratorien GmbH;PDC;70;T3;1.0;S5/S11;2020-12-04;;2020-12-07;;;;;;;;;;3.0;Germany;Neuss;;;;1.0;78300;Ticket 11177;;;;2020-12;2020-12;2020;2020.0
Erasmus MC Rotterdam;PDC-C;CM;;1.0;S5/S11;2020-12-01;;2020-12-03;;;;;;;;;;2.0;Netherlands;Rotterdam;;;;1.0;98716;Ticket 11103;;;;2020-12;2020-12;2020;2020.0
GENSPEED Biotech GmbH;PDC;70;;1.0;S5/S11;2020-12-01;;2020-12-01;;;;;;;;;;0.0;Austria;Rainbach;;;;1.0;93209;;;25502.0;;2020-12;2020-12;2020;2020.0
GENSPEED Biotech GmbH;PDC;70;;1.0;S5/S11;2020-12-01;;2020-12-01;;;;;;;;;;0.0;Austria;Rainbach;;;;1.0;102867;;;25400.0;;2020-12;2020-12;2020;2020.0
UMG Universitätsmedizin Göttingen;PDC-C;CM;;2.0;S5/S11;2020-10-27;;2020-12-03;;;;;;;;;;37.0;Germany;Göttingen;;;;;;A-4501687478;;25521.0;;2020-10;2020-12;2020;2020.0
Flashdx Shenzhen Inc;PDC;50;T2;4.0;S5/S11;2020-06-04;;2020-12-07;;Teil 2;;1.0;;SX;;;4;186.0;China;Shenzhen;;;;;;0200508-FLASHDX;;25137.0;;2020-06;2020-12;2020;2020.0
MSKCC;PDC;70;T1;1.0;S5/S11;2020-12-02;2021-04-16;2021-04-02;Part 1;;Memorial Sloan Kettering Cancer Center;;;;;;;121.0;USA;New York;;1.0;;;;C21605822;100518;25692.0;201673.0;2020-12;2021-04;2020;2021.0
MSKCC;PDC;70;T4;2.0;S5/S11;2020-12-02;;2021-05-11;;;Memorial Sloan Kettering Cancer Center;;;;;;;160.0;USA;New York;;1.0;;;;C21605822;100518;25692.0;201673.0;2020-12;2021-05;2020;2021.0
PSG Procurement Services GmbH;PDC;60;T1;3.0;S5/S11;2020-12-08;2021-02-22;2020-12-11;;;Robert Bosch GmbH;;;;;;;3.0;Germany;Renningen;;;;;;4502843052;;25664.0;;2020-12;2020-12;2020;2020.0
Suzhou Epitope Biotechnolgoy Ltd;PDC;70;T1;4.0;S5/S11;2020-12-10;;2021-03-17;;;;;;;;;;97.0;China;Suzhou Jiangsu;;;;;;20201210DE;;25651;;2020-12;2021-03;2020;2021.0
Suzhou Epitope Biotechnolgoy Ltd;PDC;80;T1;1.0;S5/S11;2020-12-10;;2021-04-20;;;;;;;;;;131.0;China;Suzhou Jiangsu;;;;;;20201210DE;;25651;;2020-12;2021-04;2020;2021.0
Suzhou Epitope Biotechnolgoy Ltd;PDC;80;T4;1.0;S5/S11;2020-12-10;;2021-04-20;;;;;;;;;;131.0;China;Suzhou Jiangsu;;;;;;20201210DE;;25651;;2020-12;2021-04;2020;2021.0
fzmb GmbH;PDC;70;;1.0;S5/S11;2020-12-10;;2021-04-16;;;Abt. Biotechnologie;;;;;;;127.0;Germany;Bad Langensalza;;;;;;2,12E+11;;25655.0;;2020-12;2021-04;2020;2021.0
InSilixa Inc (Cepheid);PDC;50;T1;4.0;S5/S11;2020-12-10;2021-07-01;2021-08-06;;;;;;;;;;239.0;USA;Sunnyvale;;1.0;;;;199;100525;25657;;2020-12;2021-08;2020;2021.0
Genalyte Inc;PDC;70;T1;2.0;S5/S11;2020-12-08;;2021-03-25;;;;;;;;;;107.0;USA;San Diego;;1.0;;;;#414 (QPRPQANKO);100523;25660.0;;2020-12;2021-03;2020;2021.0
Genalyte Inc;PDC;70;;2.0;S5/S11;2020-12-08;;2021-05-17;;;;;;;;;;160.0;USA;San Diego;;1.0;;;;#414 (QPRPQANKO);100523;25660.0;;2020-12;2021-05;2020;2021.0
fzmb GmbH;PDC;70;;1.0;S5/S11;2020-12-11;2021-04-30;2021-05-06;;;Abt. Biotechnologie;;;;;;;146.0;Germany;Bad Langensalza;;;;;;2,12E+11;;25661.0;;2020-12;2021-05;2020;2021.0
Universitätsklinikum Köln;PDC;90;T2;2.0;S5/S11;2021-09-22;2021-11-05;2021-10-20;;Phantom-Order! Consumable Guthaben?!;;;;;;;;28.0;Germany;Cologne;;;;;;210913-PN-DE-01;;26462;;2021-09;2021-10;2021;2021.0
Universitätsklinikum Köln;PDC-C;CM;;1.0;S5/S11;2020-12-11;;2020-12-15;1x Düse!;Phantom-Order! Consumable Guthaben?!;;;;;;;;4.0;Germany;Cologne;;;;;;8550039489-2F5;;25663;;2020-12;2020-12;2020;2020.0
Vidya Holdings Ltd;PDC;80;T3;2.0;S5/S11;2020-12-12;;2021-03-18;Part 1;Part 1;;;;S5/S11;;;;96.0;UK;London;;;;;;#415 (AFMESZAZM);;25665.0;;2020-12;2021-03;2020;2021.0
Hochschule Furtwangen;PDC;70;T3;1.0;S5/S11;2020-12-14;;2022-05-23;;;;;;;;;;525.0;Germany;Furtwangen;;;;;;2014960-ren-92;;25666.0;;2020-12;2022-05;2020;2022.0
Roche Diagnostics GmbH;PDC-C;CM;;1.0;S5/S11;2020-11-18;2020-01-08;2021-01-08;;;;;;;;;;51.0;Germany;Mannheim;;;;;;2111022737;;25673.0;;2020-11;2021-01;2020;2021.0
RCPE GmbH;PDC;70;T3;1.0;S5/S11;2020-12-15;;2021-04-20;;;;;;;;;;126.0;Austria;Graz;;;;;;#417 (SNZKCLQMC);;25675.0;;2020-12;2021-04;2020;2021.0
fzmb GmbH;PDC;70;;1.0;S5/S11;2020-12-16;2021-04-30;2021-05-06;;;Abt. Biotechnologie;;;;;;;141.0;Germany;Bad Langensalza;;;;;;2,12E+11;;25676.0;;2020-12;2021-05;2020;2021.0
Imperial College;PDC-C;CM;;1.0;S5/S11;2020-12-17;;2020-12-18;;;Department of Bioengineering;;;;;;;1.0;UK;London;;;;;;WB / 4251175;;25677.0;;2020-12;2020-12;2020;2020.0
LEX Diagnostics Ltd;PDC;70;T1;2.0;S5/S11;2020-12-15;2021-02-08;2021-02-10;waiting for FAT;;;1.0;;S12;;1;8;57.0;UK;Hertfordshire;;;;;;LEX0000357;;25672.0;;2020-12;2021-02;2020;2021.0
Phadia AB (Thermo Fisher Scientific);PDC;60;T4;2.0;S5/S11;2020-12-17;;2021-04-01;;;;;;;;;;105.0;Sweden;Uppsala;;;;;;PR202067174;;25689.0;;2020-12;2021-04;2020;2021.0
Innobiochips;PDC;90;T1;2.0;S5/S11;2020-12-17;2021-02-16;2021-05-10;;;;;;;;;;144.0;France;Loos;;;;;;2012-426;;25680.0;;2020-12;2021-05;2020;2021.0
Innobiochips;PDC;90;T3;2.0;S5/S11;2020-12-17;2021-02-16;2021-04-20;;;;;;;;;;124.0;France;Loos;;;;;;2012-426;;25680.0;;2020-12;2021-04;2020;2021.0
Innobiochips;PDC;90;T4;2.0;S5/S11;2020-12-17;2021-02-16;2021-05-10;;;;;;;;;;144.0;France;Loos;;;;;;2012-426;;25680.0;;2020-12;2021-05;2020;2021.0
Uni Cambridge;PDC-C;CL;;1.0;S5/S11;2020-12-01;;2020-12-17;;;CRUK Cambridge Institute;;;;;;;16.0;England;Cambridge;;;;1.0;69343;ticket 11392;;;;2020-12;2020-12;2020;2020.0
Scienion Inc;PDC;50;T2;1.0;S5/S11;2020-12-16;;2020-12-17;;;;;;;;;;1.0;USA;Tempe;;;;1.0;68339;100159;;;;2020-12;2020-12;2020;2020.0
ADC;PDC;80;T2;4.0;S3;2020-12-14;;2020-12-15;;;;;;;;;;1.0;Ireland;Donegal;;;;1.0;93445, 94056, 107505, 107519;4700725753;;25392;;2020-12;2020-12;2020;2020.0
ZYMOPTIQ;PDC;70;T2;1.0;S5/S11;2020-12-07;;2020-12-07;;;;;;;;;;0.0;France;Lille;;;;1.0;107169;ticket 11347;;25542.0;;2020-12;2020-12;2020;2020.0
Scienion Ltd;PDC;70;T1;4.0;S5/S11;2020-12-07;;2020-12-14;NOCH NICHT BESTELLT!?;Teil für 1. SX;;1.0;;SX;;3;4;7.0;UK;Chichester;;;1.0;;;sciFlexarrayer SX 201006-JB-UK-01;;;;2020-12;2020-12;2020;2020.0
Applied Microarrays Inc;PDC;70;T1;1.0;S5/S11;2020-12-07;;2020-12-10;;;;;;;;;;3.0;USA;Tempe;;1.0;;1.0;85847;Ticket 11177;;25280.0;;2020-12;2020-12;2020;2020.0
Phadia AB (Thermo Fisher Scientific);PDC;60;T4;4.0;S5/S11;2020-11-01;;2020-12-10;;November20 Call off;;;;;;;;39.0;Sweden;Uppsala;;;;;;PR202059891;;24941.0;;2020-11;2020-12;2020;2020.0
Keren Instruments;PDC;60;T4;4.0;S5/S11;2020-12-15;2021-03-09;2021-06-08;send PDCs after;;;1.0;;S3;;1;4;175.0;China;Hong Kong;;;;;;2020ZSIR0381JK;;25684.0;;2020-12;2021-06;2020;2021.0
Ulster University;PDC;80;;1.0;S5/S11;2020-12-18;2021-02-11;2021-01-27;;;;1.0;;S3;;1;1;40.0;UK;Newtownabbey;;;;;;PO-066112;;25683;;2020-12;2021-01;2020;2021.0
C&D Co;PDC;60;T2;4.0;S5/S11;2020-12-13;2021-02-05;2021-02-05;;;;1.0;;S3;;1;4;54.0;China;Wuhan;;;;;;VIWH20524F;;25685.0;;2020-12;2021-02;2020;2021.0
Aryballe Technologies;PDC;70;T2;6.0;S5/S11;2020-12-15;2021-03-23;2021-04-16;18.03.2021;;;1.0;;S3;;1;4;122.0;France;Grenoble;;;;;;IV20-112;;25678.0;;2020-12;2021-04;2020;2021.0
Utrecht University (UMC);PDC-C;CM;;4.0;S5/S11;2020-12-28;2021-02-28;2021-03-02;Part 1;Part 1;;1.0;;CO F1.4;;1;1;64.0;Netherlands;Utrecht;;;;;;20con189;;25693;;2020-12;2021-03;2020;2021.0
Phadia AB (Thermo Fisher Scientific);PDC;60;T4;4.0;S5/S11;2020-12-28;2021-03-23;2021-03-11;100h Test done / waiting for FAT;;;1.0;;SX;;1;4;73.0;Sweden;Uppsala;;;;;;PR202067278;;25696.0;;2020-12;2021-03;2020;2021.0
Phadia AB (Thermo Fisher Scientific);PDC;60;T4;4.0;S5/S11;2020-12-28;2021-03-23;2021-03-11;FAT to be finished;;;1.0;;SX;;1;4;73.0;Sweden;Uppsala;;;;;;PR202067278;;25697.0;;2020-12;2021-03;2020;2021.0
iLINE Microsystems S.L.;PDC;90;;4.0;S5/S11;2020-12-30;;2021-02-11;;;;;;;;;;43.0;Spain;San Sebastian;;;;;;2000865;;25695.0;;2020-12;2021-02;2020;2021.0
ITE;PDC;50;T3;1.0;S5/S11;2020-11-01;;2021-01-06;;;Institute of Electron Technology;;;;;;;66.0;Poland;Warsaw;;;;1.0;68266;;;25050.0;;2020-11;2021-01;2020;2021.0
Uni Georgia;PDC;70;T2;1.0;S5/S11;2021-01-05;;2021-01-06;;;;;;;;;;1.0;USA;Athens;;1.0;;1.0;89046;2020APR29-bam;100448;25372.0;;2021-01;2021-01;2021;2021.0
Mobidiag Ltd (Hologic);PDC;70;T1;1.0;S5/S11;2021-01-06;;2021-01-13;;;;;;;;;;7.0;Finnland;Espoo;;;;1.0;89257;20200306JWA;;;;2021-01;2021-01;2021;2021.0
Mobidiag Ltd (Hologic);PDC;80;T4;1.0;S5/S11;2021-01-06;;2021-01-13;;;;;;;;;;7.0;Finnland;Espoo;;;;1.0;106920;20200306JWA;;;;2021-01;2021-01;2021;2021.0
WAMA Diagnostics SA;PDC;70;T2;3.0;S5/S11;2021-01-05;2021-04-07;2021-04-26;;;;;;;;;;111.0;Switzerland;Sion;;;;;;WAMA-210001;;25705.0;;2021-01;2021-04;2021;2021.0
Osler Diagnostics Ltd;PDC;90;T1;1.0;S5/S11;2021-01-05;2021-04-05;2021-03-25;Part 1;;;;;;;;;79.0;UK;Oxfordshire;;;;;;OSL713;;25706;;2021-01;2021-03;2021;2021.0
MPI BPC;PDC;80;T3;1.0;S5/S11;2021-01-07;;2021-03-12;;;Institut für biophysikalische Chemie;;;;;;;64.0;Germany;Göttingen;;;;;;4562671/11200 LO;;25708.0;;2021-01;2021-03;2021;2021.0
Invitae Corporation;PDC;80;T1;4.0;S5/S11;2021-01-06;;2021-04-14;Part 1;;;;;;;;;98.0;USA;San Francisco;;1.0;;;;14246;;25714.0;201688.0;2021-01;2021-04;2021;2021.0
Genome Sciences Centre;PDC;70;T4;1.0;S5/S11;2021-01-06;;2021-07-12;;;;;;;;;;187.0;Canada;Vancouver;;1.0;;;;300256270;100528;25713.0;201687.0;2021-01;2021-07;2021;2021.0
Northeastern University;PDC;70;T2;1.0;S5/S11;2021-01-08;;2021-01-13;;;;;;;;;;5.0;USA;Boston;;1.0;;1.0;86121;#368 (AYZJFDPWP);;25267.0;;2021-01;2021-01;2021;2021.0
Uni Portsmouth;PDC;Dummy;;1.0;S5/S11;2021-01-11;;2021-01-11;EINZELNEN Dummy senden;Dummy von Service-Mitarbeiter abgebrochen;;;;;;1;;0.0;UK;Portsmouth;;;;;;SCI02686;;24900;;2021-01;2021-01;2021;2021.0
Northeastern University;PDC;70;T2;2.0;S5/S11;2021-01-06;;2021-04-26;;;;;;;;;;110.0;USA;Boston;;1.0;;;;#419 (YWICQFKCS);100527;25712.0;201686.0;2021-01;2021-04;2021;2021.0
Osler Diagnostics Ltd;PDC;90;T4;1.0;S5/S11;2021-01-05;2021-04-05;2021-03-25;Part 1;;;;;;;;;79.0;UK;Oxfordshire;;;;;;OSL713;;25706;;2021-01;2021-03;2021;2021.0
Sanwa Biotech;PDC;80;;2.0;S5/S11;2020-12-22;2021-04-05;2021-03-30;;;;1.0;;SX;;1;1;98.0;China;Hong Kong;;;;;;SBT-P20200628;;25687.0;;2020-12;2021-03;2020;2021.0
Mobidiag Ltd (Hologic);PDC;80;T4;1.0;S5/S11;2021-01-12;;2021-01-27;;;;;;;;;;15.0;Finnland;Espoo;;;;1.0;106365;20200306JWA;;;;2021-01;2021-01;2021;2021.0
Mobidiag Ltd (Hologic);PDC;80;T4;1.0;S5/S11;2021-01-12;;2021-01-27;;;;;;;;;;15.0;Finnland;Espoo;;;;1.0;63116;20200306JWA;;;;2021-01;2021-01;2021;2021.0
iLINE Microsystems S.L.;PDC;90;;4.0;S5/S11;2021-01-11;2021-03-30;2021-04-08;;;;;;;;;;87.0;Spain;San Sebastian;;;;;;2100013;;25715.0;;2021-01;2021-04;2021;2021.0
Genomica S.A.U.;PDC;70;T1;4.0;S5/S11;2021-01-11;2021-01-22;2021-01-28;;4x 60T2 wurden falsch bestellt / 4x 70T1 neu schicken;;;;;;;;17.0;Spain;Madrid;;;;;;C-PED014424;;24942.0;;2021-01;2021-01;2021;2021.0
ADC;PDC;80;T2;60.0;S3;2021-02-01;2021-02-28;2021-04-23;Part 1;February call off;;;;;;;;81.0;Ireland;Donegal;;;;;;4700765574-1417-IED;;25718;;2021-02;2021-04;2021;2021.0
ADC;PDC;80;T2;31.0;S3;2021-03-01;2021-03-31;2021-05-25;Part 1;March call off;;;;;;;;85.0;Ireland;Donegal;;;;;;4700765574-1417-IED;;25718;;2021-03;2021-05;2021;2021.0
ADC;PDC;80;T2;15.0;S3;2021-04-01;2021-04-30;2021-06-04;Part 1;April call off;;;;;;;;64.0;Ireland;Donegal;;;;;;4700765574-1417-IED;;25718;;2021-04;2021-06;2021;2021.0
ADC;PDC;80;T2;50.0;S3;2021-05-01;2021-05-31;2021-07-16;Part 1;May call off;;;;;;;;76.0;Ireland;Donegal;;;;;;4700765574-1417-IED;;25718;;2021-05;2021-07;2021;2021.0
ADC;PDC;80;T2;20.0;S3;2021-06-01;2021-06-30;2021-08-20;Part 1;June call off;;;;;;;;80.0;Ireland;Donegal;;;;;;4700765574-1417-IED;;25718;;2021-06;2021-08;2021;2021.0
ADC;PDC;80;T2;30.0;S3;2021-07-01;2021-07-30;2021-09-17;Part 1;July call off;;;;;;;;78.0;Ireland;Donegal;;;;;;4700765574-1417-IED;;25718;;2021-07;2021-09;2021;2021.0
ADC;PDC;80;T2;20.0;S3;2021-09-01;2021-09-30;2021-12-22;Part 1;September call off;;;;;;;;112.0;Ireland;Donegal;;;;;;4700765574-1417-IED;;25718;;2021-09;2021-12;2021;2021.0
ADC;PDC;80;T2;5.0;S3;2021-11-01;2021-11-30;2022-04-05;Part 1;November call off;;;;;;;;155.0;Ireland;Donegal;;;;;;4700765574-1417-IED;;25718;;2021-11;2022-04;2021;2022.0
