customer_id;product_family;size_new;coating_new;nozzle;price_of_nozzle;amount;machine_type;price_of_machine;date_order;date_delivery_is;delivery_time;locality_country;replacement_delivery;sales_revenue
2;P1;30;B2;P1_30_B2;750;75.0;none;0;01.12.2020;10.03.2021;99.0;UK;0.0;56250.0
2;P1;30;B2;P1_30_B2;750;35.0;none;0;01.01.2021;31.03.2021;89.0;UK;0.0;26250.0
2;P1;30;B2;P1_30_B2;750;60.0;none;0;01.02.2021;20.04.2021;78.0;UK;0.0;45000.0
100;P1;30;B1;P1_30_B1;750;6.0;none;0;24.09.2020;25.09.2020;1.0;USA;0.0;4500.0
268;P1;20;B2;P1_20_B2;750;5.0;M1;40000;04.09.2020;05.11.2020;62.0;USA;0.0;43750.0
302;P1;30;B2;P1_30_B2;750;3.0;none;0;01.09.2020;23.09.2020;22.0;Germany;0.0;2250.0
207;P1;20;B4;P1_20_B4;800;8.0;none;0;06.10.2020;17.11.2020;42.0;USA;0.0;6400.0
171;P1;20;B1;P1_20_B1;750;2.0;none;0;05.10.2020;10.11.2020;36.0;Canada;0.0;1500.0
171;P1;20;B2;P1_20_B2;750;1.0;none;0;05.10.2020;10.11.2020;36.0;Canada;0.0;750.0
130;P1;20;B2;P1_20_B2;750;2.0;none;0;05.10.2020;29.10.2020;24.0;USA;0.0;1500.0
207;P1;20;B1;P1_20_B1;750;2.0;none;0;06.10.2020;29.10.2020;23.0;USA;0.0;1500.0
207;P1;20;B4;P1_20_B4;800;2.0;none;0;06.10.2020;29.10.2020;23.0;USA;0.0;1600.0
261;P2;C2;B0;P2_C2_B0;700;2.0;none;0;25.09.2020;06.11.2020;42.0;Netherlands;0.0;1400.0
261;P2;C1;B0;P2_C1_B0;700;1.0;none;0;25.09.2020;06.11.2020;42.0;Netherlands;0.0;700.0
210;P2;C2;B0;P2_C2_B0;700;1.0;none;0;01.10.2020;02.10.2020;1.0;Japan;1.0;700.0
23;P1;10;B3;P1_10_B3;750;1.0;none;0;01.10.2020;02.10.2020;1.0;Turkey;1.0;750.0
100;P1;30;B1;P1_30_B1;750;5.0;none;0;01.10.2020;08.04.2021;189.0;USA;0.0;3750.0
198;P1;10;B0;P1_10_B0;750;1.0;none;0;01.10.2020;05.10.2020;4.0;Germany;1.0;750.0
198;P1;40;B0;P1_40_B0;750;2.0;none;0;05.10.2020;21.10.2020;16.0;Germany;0.0;1500.0
221;P1;30;B4;P1_30_B4;800;1.0;none;0;01.10.2020;05.10.2020;4.0;China;1.0;800.0
232;P1;20;B0;P1_20_B0;750;12.0;none;0;05.10.2020;11.11.2020;37.0;Canada;0.0;9000.0
314;P1;30;B3;P1_30_B3;750;10.0;none;0;07.10.2020;26.11.2020;50.0;China;0.0;7500.0
193;P1;20;B1;P1_20_B1;750;4.0;M4;1000000;30.09.2020;19.10.2020;19.0;Ireland;0.0;1003000.0
177;P1;20;B3;P1_20_B3;750;2.0;none;0;06.10.2020;19.10.2020;13.0;Belgium;0.0;1500.0
160;P1;20;B4;P1_20_B4;800;2.0;none;0;07.10.2020;17.11.2020;41.0;USA;0.0;1600.0
306;P2;C1;B0;P2_C1_B0;700;2.0;none;0;09.10.2020;20.11.2020;42.0;China;0.0;1400.0
306;P2;C2;B0;P2_C2_B0;700;1.0;none;0;09.10.2020;20.11.2020;42.0;China;0.0;700.0
306;P2;C3;B0;P2_C3_B0;700;1.0;none;0;09.10.2020;20.11.2020;42.0;China;0.0;700.0
182;P1;20;B1;P1_20_B1;750;1.0;none;0;12.10.2020;14.10.2020;2.0;Finnland;1.0;750.0
192;P1;20;B1;P1_20_B1;750;1.0;none;0;14.10.2020;16.11.2020;33.0;USA;0.0;750.0
192;P1;10;B2;P1_10_B2;750;1.0;none;0;14.10.2020;16.11.2020;33.0;USA;0.0;750.0
192;P1;10;B2;P1_10_B2;750;1.0;none;0;12.10.2020;16.11.2020;35.0;USA;0.0;750.0
192;P1;20;B2;P1_20_B2;750;1.0;none;0;12.10.2020;16.11.2020;35.0;USA;0.0;750.0
133;P1;20;B3;P1_20_B3;750;2.0;none;0;13.10.2020;26.10.2020;13.0;France;0.0;1500.0
133;P1;40;B3;P1_40_B3;750;2.0;none;0;13.10.2020;26.10.2020;13.0;France;0.0;1500.0
187;P1;20;B0;P1_20_B0;750;4.0;none;0;13.10.2020;06.11.2020;24.0;USA;0.0;3000.0
193;P1;20;B1;P1_20_B1;750;16.0;M4;1000000;12.10.2020;06.08.2021;298.0;Ireland;0.0;1012000.0
316;P1;20;B0;P1_20_B0;750;1.0;none;0;16.10.2020;02.11.2020;17.0;Germany;0.0;750.0
156;P1;40;B0;P1_40_B0;750;3.0;none;0;14.10.2020;16.11.2020;33.0;Italy;0.0;2250.0
316;P1;20;B0;P1_20_B0;750;1.0;none;0;20.10.2020;11.11.2020;22.0;Germany;0.0;750.0
98;P1;20;B0;P1_20_B0;750;2.0;none;0;15.10.2020;11.11.2020;27.0;Austria;0.0;1500.0
59;P1;20;B0;P1_20_B0;750;2.0;none;0;21.10.2020;11.11.2020;21.0;Japan;0.0;1500.0
157;P1;40;B3;P1_40_B3;750;2.0;none;0;19.10.2020;29.10.2020;10.0;Spain;0.0;1500.0
77;P1;40;B1;P1_40_B1;750;1.0;none;0;21.07.2020;14.09.2020;55.0;France;0.0;750.0
77;P1;40;B3;P1_40_B3;750;1.0;none;0;21.07.2020;14.09.2020;55.0;France;0.0;750.0
77;P1;40;B1;P1_40_B1;750;1.0;none;0;19.10.2020;21.10.2020;2.0;France;1.0;750.0
281;P2;C2;B0;P2_C2_B0;700;1.0;none;0;15.10.2020;26.10.2020;11.0;Germany;1.0;700.0
193;P1;20;B1;P1_20_B1;750;2.0;none;0;30.09.2020;10.11.2020;41.0;Ireland;0.0;1500.0
2;P1;40;B3;P1_40_B3;750;3.0;none;0;27.10.2020;12.11.2020;16.0;USA;0.0;2250.0
2;P1;50;B3;P1_50_B3;750;4.0;none;0;27.10.2020;12.11.2020;16.0;USA;0.0;3000.0
316;P1;20;B0;P1_20_B0;750;1.0;none;0;30.10.2020;19.11.2020;20.0;Germany;0.0;750.0
49;P1;20;B1;P1_20_B1;750;1.0;none;0;30.10.2020;16.11.2020;17.0;Spain;0.0;750.0
49;P1;20;B4;P1_20_B4;800;1.0;none;0;30.10.2020;16.11.2020;17.0;Spain;0.0;800.0
316;P1;20;B0;P1_20_B0;750;1.0;none;0;26.10.2020;11.11.2020;16.0;Germany;0.0;750.0
269;P1;40;B0;P1_40_B0;750;2.0;none;0;27.10.2020;03.12.2020;37.0;USA;0.0;1500.0
100;P1;30;B1;P1_30_B1;750;25.0;none;0;28.10.2020;03.02.2021;98.0;USA;0.0;18750.0
172;P1;20;B0;P1_20_B0;750;1.0;none;0;02.11.2020;11.11.2020;9.0;Canada;0.0;750.0
2;P1;30;B2;P1_30_B2;750;75.0;none;0;01.11.2020;19.02.2021;110.0;UK;0.0;56250.0
2;P1;30;B2;P1_30_B2;750;75.0;none;0;01.09.2020;02.11.2020;62.0;UK;0.0;56250.0
242;P1;30;B3;P1_30_B3;750;8.0;M4;1000000;29.10.2020;16.04.2021;169.0;USA;0.0;1006000.0
131;P1;0;B1;P1_00_B1;900;2.0;none;0;29.10.2020;01.12.2020;33.0;USA;0.0;1800.0
216;P1;30;B4;P1_30_B4;800;4.0;none;0;03.11.2020;30.04.2021;178.0;Germany;0.0;3200.0
132;P1;30;B3;P1_30_B3;750;2.0;none;0;30.10.2020;11.05.2021;193.0;France;0.0;1500.0
166;P1;20;B4;P1_20_B4;800;1.0;none;0;03.11.2020;03.12.2020;30.0;USA;0.0;800.0
210;P2;C2;B0;P2_C2_B0;700;2.0;M7;55000;04.11.2020;11.12.2020;37.0;Japan;0.0;56400.0
310;P1;20;B2;P1_20_B2;750;2.0;none;0;04.11.2020;09.11.2020;5.0;France;0.0;1500.0
93;P1;20;B1;P1_20_B1;750;1.0;none;0;04.11.2020;24.11.2020;20.0;Germany;0.0;750.0
93;P1;20;B4;P1_20_B4;800;1.0;none;0;04.11.2020;24.11.2020;20.0;Germany;0.0;800.0
88;P1;20;B1;P1_20_B1;750;2.0;none;0;05.11.2020;24.11.2020;19.0;Germany;0.0;1500.0
316;P1;20;B0;P1_20_B0;750;1.0;none;0;05.11.2020;19.11.2020;14.0;Germany;0.0;750.0
224;P1;20;B1;P1_20_B1;750;1.0;none;0;05.11.2020;19.11.2020;14.0;USA;0.0;750.0
224;P1;20;B3;P1_20_B3;750;2.0;none;0;05.11.2020;19.11.2020;14.0;USA;0.0;1500.0
18;P1;20;B4;P1_20_B4;800;2.0;none;0;06.11.2020;08.04.2021;153.0;Belgium;0.0;1600.0
253;P1;10;B0;P1_10_B0;750;7.0;none;0;05.11.2020;20.01.2021;76.0;Czech Republic;0.0;5250.0
253;P1;20;B0;P1_20_B0;750;5.0;none;0;05.11.2020;20.01.2021;76.0;Czech Republic;0.0;3750.0
210;P2;C2;B0;P2_C2_B0;700;2.0;none;0;09.11.2020;08.12.2020;29.0;Japan;0.0;1400.0
210;P2;C3;B0;P2_C3_B0;700;2.0;none;0;09.11.2020;08.12.2020;29.0;Japan;0.0;1400.0
21;P1;10;B3;P1_10_B3;750;1.0;none;0;10.11.2020;20.11.2020;10.0;Italy;0.0;750.0
81;P2;C3;B0;P2_C3_B0;700;1.0;none;0;21.10.2020;08.12.2020;48.0;UK;0.0;700.0
100;P1;30;B1;P1_30_B1;750;10.0;M4;1000000;10.11.2020;03.09.2021;297.0;USA;0.0;1007500.0
74;P1;20;B3;P1_20_B3;750;1.0;none;0;09.11.2020;19.11.2020;10.0;Germany;0.0;750.0
104;P1;20;B0;P1_20_B0;750;1.0;none;0;05.11.2020;01.12.2020;26.0;Canada;0.0;750.0
2;P1;30;B2;P1_30_B2;750;1.0;none;0;03.11.2020;05.11.2020;2.0;Ireland;1.0;750.0
88;P1;20;B1;P1_20_B1;750;1.0;none;0;04.11.2020;06.11.2020;2.0;Germany;1.0;750.0
93;P1;20;B3;P1_20_B3;750;1.0;none;0;02.11.2020;03.11.2020;1.0;Germany;1.0;750.0
87;P2;C2;B0;P2_C2_B0;700;1.0;none;0;29.10.2020;06.11.2020;8.0;Netherlands;1.0;700.0
154;P1;40;B0;P1_40_B0;750;3.0;none;0;23.10.2020;11.11.2020;19.0;France;0.0;2250.0
316;P1;20;B0;P1_20_B0;750;1.0;none;0;14.10.2020;02.11.2020;19.0;Germany;0.0;750.0
193;P1;20;B1;P1_20_B1;750;2.0;none;0;30.09.2020;17.11.2020;48.0;Ireland;0.0;1500.0
2;P1;40;B2;P1_40_B2;750;1.0;none;0;09.11.2020;17.05.2021;189.0;USA;0.0;750.0
2;P1;50;B2;P1_50_B2;750;2.0;none;0;09.11.2020;16.07.2021;249.0;USA;0.0;1500.0
2;P1;50;B0;P1_50_B0;750;2.0;none;0;09.11.2020;17.05.2021;189.0;USA;0.0;1500.0
120;P1;0;B2;P1_00_B2;900;1.0;none;0;12.11.2020;16.12.2020;34.0;Belgium;0.0;900.0
110;P2;C2;B0;P2_C2_B0;700;2.0;M7;55000;11.11.2020;04.12.2020;23.0;South Korea;0.0;56400.0
98;P1;20;B0;P1_20_B0;750;2.0;none;0;11.11.2020;16.04.2021;156.0;Austria;0.0;1500.0
245;P1;30;B3;P1_30_B3;750;1.0;none;0;03.11.2020;18.03.2021;135.0;Netherlands;0.0;750.0
147;P1;20;B2;P1_20_B2;750;1.0;none;0;10.11.2020;16.11.2020;6.0;USA;0.0;750.0
267;P1;30;B2;P1_30_B2;750;1.0;none;0;13.11.2020;27.11.2020;14.0;UK;0.0;750.0
54;P1;20;B4;P1_20_B4;800;1.0;none;0;13.11.2020;19.11.2020;6.0;UK;0.0;800.0
54;P1;20;B3;P1_20_B3;750;1.0;none;0;13.11.2020;19.11.2020;6.0;UK;0.0;750.0
270;P1;40;B2;P1_40_B2;750;1.0;none;0;12.11.2020;27.11.2020;15.0;UK;0.0;750.0
291;P2;C2;B0;P2_C2_B0;700;2.0;M7;55000;05.11.2020;04.12.2020;29.0;Germany;0.0;56400.0
316;P1;20;B0;P1_20_B0;750;1.0;none;0;17.11.2020;15.12.2020;28.0;Germany;0.0;750.0
185;P2;C3;B0;P2_C3_B0;700;2.0;none;0;17.11.2020;14.12.2020;27.0;USA;0.0;1400.0
185;P1;20;B1;P1_20_B1;750;2.0;none;0;17.11.2020;14.12.2020;27.0;USA;0.0;1500.0
185;P1;20;B4;P1_20_B4;800;2.0;none;0;17.11.2020;14.12.2020;27.0;USA;0.0;1600.0
193;P1;20;B1;P1_20_B1;750;1.0;none;0;30.09.2020;27.11.2020;58.0;Ireland;0.0;750.0
193;P1;20;B1;P1_20_B1;750;3.0;none;0;12.11.2020;22.12.2020;40.0;Ireland;0.0;2250.0
277;P1;20;B3;P1_20_B3;750;1.0;none;0;18.11.2020;27.11.2020;9.0;Netherlands;0.0;750.0
143;P1;30;B4;P1_30_B4;800;1.0;none;0;19.11.2020;21.12.2020;32.0;Austria;0.0;800.0
143;P1;30;B4;P1_30_B4;800;1.0;none;0;19.11.2020;21.12.2020;32.0;Austria;0.0;800.0
17;P1;40;B3;P1_40_B3;750;8.0;none;0;01.07.2020;16.09.2020;77.0;USA;0.0;6000.0
17;P1;40;B3;P1_40_B3;750;12.0;none;0;01.07.2020;24.11.2020;146.0;USA;0.0;9000.0
265;P1;20;B2;P1_20_B2;750;3.0;none;0;05.11.2020;03.12.2020;28.0;Germany;0.0;2250.0
197;P1;X1;B0;P1_X1_B0;50;7.0;none;0;23.11.2020;27.01.2021;65.0;South Korea;0.0;350.0
309;P1;40;B0;P1_40_B0;750;2.0;none;0;16.11.2020;17.12.2020;31.0;USA;0.0;1500.0
277;P1;20;B3;P1_20_B3;750;1.0;none;0;18.11.2020;27.11.2020;9.0;Netherlands;0.0;750.0
255;P1;10;B3;P1_10_B3;750;4.0;none;0;18.11.2020;16.12.2020;28.0;USA;0.0;3000.0
109;P1;40;B3;P1_40_B3;750;1.0;none;0;24.11.2020;10.02.2021;78.0;Switzerland;0.0;750.0
109;P1;20;B3;P1_20_B3;750;1.0;none;0;24.11.2020;10.02.2021;78.0;Switzerland;0.0;750.0
316;P1;20;B0;P1_20_B0;750;1.0;none;0;24.11.2020;16.04.2021;143.0;Germany;0.0;750.0
220;P1;30;B0;P1_30_B0;750;10.0;none;0;24.11.2020;29.01.2021;66.0;Ireland;0.0;7500.0
152;P3;N1;B2;P3_N1_B2;700;2.0;none;0;02.07.2020;26.03.2021;267.0;Germany;0.0;1400.0
152;P3;N2;B2;P3_N2_B2;700;2.0;none;0;02.07.2020;26.03.2021;267.0;Germany;0.0;1400.0
152;P3;N3;B2;P3_N3_B2;700;2.0;none;0;02.07.2020;26.03.2021;267.0;Germany;0.0;1400.0
17;P1;40;B3;P1_40_B3;750;10.0;none;0;23.11.2020;06.04.2021;134.0;USA;0.0;7500.0
2;P1;30;B2;P1_30_B2;750;3.0;none;0;23.11.2020;04.06.2021;193.0;USA;0.0;2250.0
156;P1;40;B0;P1_40_B0;750;3.0;none;0;25.11.2020;17.12.2020;22.0;Italy;0.0;2250.0
226;P2;C2;B0;P2_C2_B0;700;1.0;none;0;13.11.2020;25.11.2020;12.0;Germany;1.0;700.0
158;P1;30;B1;P1_30_B1;750;5.0;none;0;01.11.2020;27.11.2020;26.0;USA;0.0;3750.0
121;P2;C2;B0;P2_C2_B0;700;1.0;none;0;13.10.2020;20.11.2020;38.0;Austria;0.0;700.0
121;P2;C3;B0;P2_C3_B0;700;1.0;none;0;13.10.2020;20.11.2020;38.0;Austria;0.0;700.0
11;P1;0;B0;P1_00_B0;750;5.0;none;0;05.11.2019;14.08.2020;283.0;USA;0.0;3750.0
11;P1;0;B2;P1_00_B2;900;5.0;none;0;05.11.2019;23.11.2020;384.0;USA;0.0;4500.0
11;P1;0;B2;P1_00_B2;900;1.0;none;0;05.11.2019;23.11.2020;384.0;USA;1.0;900.0
260;P1;30;B0;P1_30_B0;750;2.0;none;0;23.11.2020;10.06.2021;199.0;USA;0.0;1500.0
260;P1;30;B2;P1_30_B2;750;2.0;none;0;23.11.2020;06.05.2021;164.0;USA;0.0;1500.0
260;P1;30;B3;P1_30_B3;750;2.0;none;0;23.11.2020;10.06.2021;199.0;USA;0.0;1500.0
260;P1;30;B4;P1_30_B4;800;2.0;none;0;23.11.2020;18.06.2021;207.0;USA;0.0;1600.0
226;P2;C2;B0;P2_C2_B0;700;2.0;none;0;27.11.2020;08.01.2021;42.0;Germany;0.0;1400.0
58;P2;C3;B4;P2_C3_B4;750;4.0;none;0;23.11.2020;29.01.2021;67.0;France;0.0;3000.0
58;P2;C3;B3;P2_C3_B3;750;2.0;none;0;23.11.2020;29.01.2021;67.0;France;0.0;1500.0
58;P2;C2;B0;P2_C2_B0;700;6.0;none;0;23.11.2020;07.01.2021;45.0;France;0.0;4200.0
58;P2;C1;B0;P2_C1_B0;700;1.0;none;0;23.11.2020;07.01.2021;45.0;France;0.0;700.0
146;P1;40;B4;P1_40_B4;800;2.0;none;0;26.11.2020;02.12.2020;6.0;Germany;0.0;1600.0
201;P1;20;B0;P1_20_B0;750;3.0;none;0;02.12.2020;01.02.2021;61.0;Netherlands;0.0;2250.0
232;P1;20;B0;P1_20_B0;750;5.0;M3;100000;03.12.2020;14.04.2021;132.0;Canada;0.0;103750.0
16;P1;20;B0;P1_20_B0;750;3.0;none;0;02.12.2020;12.07.2021;222.0;Canada;0.0;2250.0
184;P1;20;B2;P1_20_B2;750;1.0;M2;35000;27.08.2020;05.02.2021;162.0;USA;0.0;35750.0
184;P1;20;B0;P1_20_B0;750;1.0;M2;35000;27.08.2020;05.02.2021;162.0;USA;0.0;35750.0
184;P3;N2;B2;P3_N2_B2;700;1.0;M2;35000;27.08.2020;12.03.2021;197.0;USA;0.0;35700.0
105;P1;20;B1;P1_20_B1;750;2.0;none;0;02.12.2020;12.03.2021;100.0;Spain;0.0;1500.0
266;P2;C2;B0;P2_C2_B0;700;2.0;none;0;04.12.2020;14.12.2020;10.0;UK;0.0;1400.0
266;P2;C3;B0;P2_C3_B0;700;2.0;none;0;04.12.2020;14.12.2020;10.0;UK;0.0;1400.0
232;P1;20;B0;P1_20_B0;750;5.0;none;0;04.12.2020;09.12.2020;5.0;Canada;1.0;3750.0
2;P1;30;B2;P1_30_B2;750;1.0;none;0;07.12.2020;08.12.2020;1.0;Ireland;1.0;750.0
182;P1;20;B1;P1_20_B1;750;2.0;none;0;01.12.2020;17.12.2020;16.0;Finnland;1.0;1500.0
241;P1;20;B0;P1_20_B0;750;1.0;none;0;03.12.2020;04.12.2020;1.0;USA;1.0;750.0
74;P1;20;B3;P1_20_B3;750;1.0;none;0;04.12.2020;07.12.2020;3.0;Germany;1.0;750.0
87;P2;C2;B0;P2_C2_B0;700;1.0;none;0;01.12.2020;03.12.2020;2.0;Netherlands;1.0;700.0
98;P1;20;B0;P1_20_B0;750;1.0;none;0;01.12.2020;01.12.2020;0.0;Austria;1.0;750.0
98;P1;20;B0;P1_20_B0;750;1.0;none;0;01.12.2020;01.12.2020;0.0;Austria;1.0;750.0
262;P2;C2;B0;P2_C2_B0;700;2.0;none;0;27.10.2020;03.12.2020;37.0;Germany;0.0;1400.0
91;P1;0;B2;P1_00_B2;900;4.0;M3;100000;04.06.2020;07.12.2020;186.0;China;0.0;103600.0
166;P1;20;B1;P1_20_B1;750;1.0;none;0;02.12.2020;02.04.2021;121.0;USA;0.0;750.0
166;P1;20;B4;P1_20_B4;800;2.0;none;0;02.12.2020;11.05.2021;160.0;USA;0.0;1600.0
198;P1;10;B1;P1_10_B1;750;3.0;none;0;08.12.2020;11.12.2020;3.0;Germany;0.0;2250.0
246;P1;20;B1;P1_20_B1;750;4.0;none;0;10.12.2020;17.03.2021;97.0;China;0.0;3000.0
246;P1;30;B1;P1_30_B1;750;1.0;none;0;10.12.2020;20.04.2021;131.0;China;0.0;750.0
246;P1;30;B4;P1_30_B4;800;1.0;none;0;10.12.2020;20.04.2021;131.0;China;0.0;800.0
316;P1;20;B0;P1_20_B0;750;1.0;none;0;10.12.2020;16.04.2021;127.0;Germany;0.0;750.0
131;P1;0;B1;P1_00_B1;900;4.0;none;0;10.12.2020;06.08.2021;239.0;USA;0.0;3600.0
101;P1;20;B1;P1_20_B1;750;2.0;none;0;08.12.2020;25.03.2021;107.0;USA;0.0;1500.0
101;P1;20;B0;P1_20_B0;750;2.0;none;0;08.12.2020;17.05.2021;160.0;USA;0.0;1500.0
316;P1;20;B0;P1_20_B0;750;1.0;none;0;11.12.2020;06.05.2021;146.0;Germany;0.0;750.0
291;P1;40;B2;P1_40_B2;750;2.0;none;0;22.09.2021;20.10.2021;28.0;Germany;0.0;1500.0
291;P2;C2;B0;P2_C2_B0;700;1.0;none;0;11.12.2020;15.12.2020;4.0;Germany;0.0;700.0
301;P1;30;B3;P1_30_B3;750;2.0;not a machine;0;12.12.2020;18.03.2021;96.0;UK;0.0;1500.0
115;P1;20;B3;P1_20_B3;750;1.0;none;0;14.12.2020;23.05.2022;525.0;Germany;0.0;750.0
226;P2;C2;B0;P2_C2_B0;700;1.0;none;0;18.11.2020;08.01.2021;51.0;Germany;0.0;700.0
217;P1;20;B3;P1_20_B3;750;1.0;none;0;15.12.2020;20.04.2021;126.0;Austria;0.0;750.0
316;P1;20;B0;P1_20_B0;750;1.0;none;0;16.12.2020;06.05.2021;141.0;Germany;0.0;750.0
129;P2;C2;B0;P2_C2_B0;700;1.0;none;0;17.12.2020;18.12.2020;1.0;UK;0.0;700.0
150;P1;20;B1;P1_20_B1;750;2.0;M2;35000;15.12.2020;10.02.2021;57.0;UK;0.0;36500.0
203;P1;10;B4;P1_10_B4;850;2.0;none;0;17.12.2020;01.04.2021;105.0;Sweden;0.0;1700.0
133;P1;40;B1;P1_40_B1;750;2.0;none;0;17.12.2020;10.05.2021;144.0;France;0.0;1500.0
133;P1;40;B3;P1_40_B3;750;2.0;none;0;17.12.2020;20.04.2021;124.0;France;0.0;1500.0
133;P1;40;B4;P1_40_B4;800;2.0;none;0;17.12.2020;10.05.2021;144.0;France;0.0;1600.0
266;P2;C3;B0;P2_C3_B0;700;1.0;none;0;01.12.2020;17.12.2020;16.0;UK;1.0;700.0
237;P1;0;B2;P1_00_B2;900;1.0;none;0;16.12.2020;17.12.2020;1.0;USA;1.0;900.0
2;P1;30;B2;P1_30_B2;750;4.0;none;0;14.12.2020;15.12.2020;1.0;Ireland;1.0;3000.0
310;P1;20;B2;P1_20_B2;750;1.0;none;0;07.12.2020;07.12.2020;0.0;France;1.0;750.0
238;P1;20;B1;P1_20_B1;750;4.0;M3;100000;07.12.2020;14.12.2020;7.0;UK;0.0;103000.0
20;P1;20;B1;P1_20_B1;750;1.0;none;0;07.12.2020;10.12.2020;3.0;USA;1.0;750.0
203;P1;10;B4;P1_10_B4;850;4.0;none;0;01.11.2020;10.12.2020;39.0;Sweden;0.0;3400.0
148;P1;10;B4;P1_10_B4;850;4.0;M1;40000;15.12.2020;08.06.2021;175.0;China;0.0;43400.0
263;P1;30;B0;P1_30_B0;750;1.0;M1;40000;18.12.2020;27.01.2021;40.0;UK;0.0;40750.0
44;P1;10;B2;P1_10_B2;750;4.0;M1;40000;13.12.2020;05.02.2021;54.0;China;0.0;43000.0
22;P1;20;B2;P1_20_B2;750;6.0;M1;40000;15.12.2020;16.04.2021;122.0;France;0.0;44500.0
296;P2;C2;B0;P2_C2_B0;700;4.0;M7;55000;28.12.2020;02.03.2021;64.0;Netherlands;0.0;57800.0
203;P1;10;B4;P1_10_B4;850;4.0;M3;100000;28.12.2020;11.03.2021;73.0;Sweden;0.0;103400.0
203;P1;10;B4;P1_10_B4;850;4.0;M3;100000;28.12.2020;11.03.2021;73.0;Sweden;0.0;103400.0
317;P1;40;B0;P1_40_B0;750;4.0;none;0;30.12.2020;11.02.2021;43.0;Spain;0.0;3000.0
125;P1;0;B3;P1_00_B3;850;1.0;none;0;01.11.2020;06.01.2021;66.0;Poland;1.0;850.0
268;P1;20;B2;P1_20_B2;750;1.0;none;0;05.01.2021;06.01.2021;1.0;USA;1.0;750.0
182;P1;20;B1;P1_20_B1;750;1.0;none;0;06.01.2021;13.01.2021;7.0;Finnland;1.0;750.0
182;P1;30;B4;P1_30_B4;800;1.0;none;0;06.01.2021;13.01.2021;7.0;Finnland;1.0;800.0
305;P1;20;B2;P1_20_B2;750;3.0;none;0;05.01.2021;26.04.2021;111.0;Switzerland;0.0;2250.0
196;P1;40;B1;P1_40_B1;750;1.0;none;0;05.01.2021;25.03.2021;79.0;UK;0.0;750.0
164;P1;30;B3;P1_30_B3;750;1.0;none;0;07.01.2021;12.03.2021;64.0;Germany;0.0;750.0
140;P1;30;B1;P1_30_B1;750;4.0;none;0;06.01.2021;14.04.2021;98.0;USA;0.0;3000.0
104;P1;20;B4;P1_20_B4;800;1.0;none;0;06.01.2021;12.07.2021;187.0;Canada;0.0;800.0
191;P1;20;B2;P1_20_B2;750;1.0;none;0;08.01.2021;13.01.2021;5.0;USA;1.0;750.0
272;P1;X4;B0;P1_X4_B0;50;1.0;none;0;11.01.2021;11.01.2021;0.0;UK;0.0;50.0
191;P1;20;B2;P1_20_B2;750;2.0;none;0;06.01.2021;26.04.2021;110.0;USA;0.0;1500.0
196;P1;40;B4;P1_40_B4;800;1.0;none;0;05.01.2021;25.03.2021;79.0;UK;0.0;800.0
235;P1;30;B0;P1_30_B0;750;2.0;M3;100000;22.12.2020;30.03.2021;98.0;China;0.0;101500.0
182;P1;30;B4;P1_30_B4;800;1.0;none;0;12.01.2021;27.01.2021;15.0;Finnland;1.0;800.0
182;P1;30;B4;P1_30_B4;800;1.0;none;0;12.01.2021;27.01.2021;15.0;Finnland;1.0;800.0
317;P1;40;B0;P1_40_B0;750;4.0;none;0;11.01.2021;08.04.2021;87.0;Spain;0.0;3000.0
105;P1;20;B1;P1_20_B1;750;4.0;none;0;11.01.2021;28.01.2021;17.0;Spain;0.0;3000.0
2;P1;30;B2;P1_30_B2;750;60.0;none;0;01.02.2021;23.04.2021;81.0;Ireland;0.0;45000.0
2;P1;30;B2;P1_30_B2;750;31.0;none;0;01.03.2021;25.05.2021;85.0;Ireland;0.0;23250.0
2;P1;30;B2;P1_30_B2;750;15.0;none;0;01.04.2021;04.06.2021;64.0;Ireland;0.0;11250.0
2;P1;30;B2;P1_30_B2;750;50.0;none;0;01.05.2021;16.07.2021;76.0;Ireland;0.0;37500.0
2;P1;30;B2;P1_30_B2;750;20.0;none;0;01.06.2021;20.08.2021;80.0;Ireland;0.0;15000.0
2;P1;30;B2;P1_30_B2;750;30.0;none;0;01.07.2021;17.09.2021;78.0;Ireland;0.0;22500.0
2;P1;30;B2;P1_30_B2;750;20.0;none;0;01.09.2021;22.12.2021;112.0;Ireland;0.0;15000.0
2;P1;30;B2;P1_30_B2;750;5.0;none;0;01.11.2021;05.04.2022;155.0;Ireland;0.0;3750.0
2;P1;30;B2;P1_30_B2;750;5.0;none;0;01.12.2021;10.05.2022;160.0;Ireland;0.0;3750.0
193;P1;30;B1;P1_30_B1;750;2.0;none;0;30.09.2020;14.12.2020;75.0;Ireland;0.0;1500.0
238;P1;20;B1;P1_20_B1;750;3.0;none;0;15.01.2021;12.04.2022;452.0;UK;0.0;2250.0
91;P1;10;B2;P1_10_B2;750;2.0;none;0;07.12.2020;08.06.2021;183.0;China;0.0;1500.0
2;P1;30;B2;P1_30_B2;750;1.0;none;0;19.01.2021;21.01.2021;2.0;Ireland;1.0;750.0
2;P1;30;B2;P1_30_B2;750;1.0;none;0;19.01.2021;21.01.2021;2.0;Ireland;1.0;750.0
2;P1;30;B2;P1_30_B2;750;1.0;none;0;19.01.2021;21.01.2021;2.0;Ireland;1.0;750.0
