;customer_id;product_family;size_new;coating_new;nozzle;price_of_nozzle;amount;machine_type;price_of_machine;date_order;date_delivery_is;delivery_time;locality_country;locality_city;replacement_delivery;sales_revenue
629;98;P1;20;B0;P1_20_B0;750;2.0;none;0;2020-10-15;2020-11-11;27.0;Austria;Rainbach;0.0;1500.0
630;59;P1;20;B0;P1_20_B0;750;2.0;none;0;2020-10-21;2020-11-11;21.0;Japan;Tokyo;0.0;1500.0
631;157;P1;40;B3;P1_40_B3;750;2.0;none;0;2020-10-19;2020-10-29;10.0;Spain;Valencia;0.0;1500.0
632;77;P1;40;B1;P1_40_B1;750;1.0;none;0;2020-07-21;2020-09-14;55.0;France;Paris;0.0;750.0
633;77;P1;40;B3;P1_40_B3;750;1.0;none;0;2020-07-21;2020-09-14;55.0;France;Paris;0.0;750.0
634;77;P1;40;B1;P1_40_B1;750;1.0;none;0;2020-10-19;2020-10-21;2.0;France;Paris;1.0;750.0
635;281;P2;C2;B0;P2_C2_B0;700;1.0;none;0;2020-10-15;2020-10-26;11.0;Germany;Aachen;1.0;700.0
636;193;P1;20;B1;P1_20_B1;750;2.0;none;0;2020-09-30;2020-11-10;41.0;Ireland;Dublin;0.0;1500.0
637;2;P1;40;B3;P1_40_B3;750;3.0;none;0;2020-10-27;2020-11-12;16.0;USA;Alameda;0.0;2250.0
638;2;P1;50;B3;P1_50_B3;750;4.0;none;0;2020-10-27;2020-11-12;16.0;USA;Alameda;0.0;3000.0
639;316;P1;20;B0;P1_20_B0;750;1.0;none;0;2020-10-30;2020-11-19;20.0;Germany;Bad Langensalza;0.0;750.0
640;49;P1;20;B1;P1_20_B1;750;1.0;none;0;2020-10-30;2020-11-16;17.0;Spain;Barcelona;0.0;750.0
641;49;P1;20;B4;P1_20_B4;800;1.0;none;0;2020-10-30;2020-11-16;17.0;Spain;Barcelona;0.0;800.0
642;316;P1;20;B0;P1_20_B0;750;1.0;none;0;2020-10-26;2020-11-11;16.0;Germany;Bad Langensalza;0.0;750.0
643;269;P1;40;B0;P1_40_B0;750;2.0;none;0;2020-10-27;2020-12-03;37.0;USA;Houston;0.0;1500.0
644;100;P1;30;B1;P1_30_B1;750;25.0;none;0;2020-10-28;2021-02-03;98.0;USA;Carlsbad;0.0;18750.0
645;172;P1;20;B0;P1_20_B0;750;1.0;none;0;2020-11-02;2020-11-11;9.0;Canada;Hamilton;0.0;750.0
646;2;P1;30;B2;P1_30_B2;750;75.0;none;0;2020-11-01;2021-02-19;110.0;UK;Witney;0.0;56250.0
647;2;P1;30;B2;P1_30_B2;750;75.0;none;0;2020-09-01;2020-11-02;62.0;UK;Witney;0.0;56250.0
648;242;P1;30;B3;P1_30_B3;750;8.0;M4;1000000;2020-10-29;2021-04-16;169.0;USA;Mishawaka;0.0;1006000.0
649;131;P1;00;B1;P1_00_B1;900;2.0;none;0;2020-10-29;2020-12-01;33.0;USA;Sunnyvale;0.0;1800.0
650;216;P1;30;B4;P1_30_B4;800;4.0;none;0;2020-11-03;2021-04-30;178.0;Germany;Darmstadt;0.0;3200.0
651;132;P1;30;B3;P1_30_B3;750;2.0;none;0;2020-10-30;2021-05-11;193.0;France;Lyon;0.0;1500.0
652;166;P1;20;B4;P1_20_B4;800;1.0;none;0;2020-11-03;2020-12-03;30.0;USA;New York;0.0;800.0
653;210;P2;C2;B0;P2_C2_B0;700;2.0;M7;55000;2020-11-04;2020-12-11;37.0;Japan;Tokyo;0.0;56400.0
654;310;P1;20;B2;P1_20_B2;750;2.0;none;0;2020-11-04;2020-11-09;5.0;France;Lille;0.0;1500.0
655;93;P1;20;B1;P1_20_B1;750;1.0;none;0;2020-11-04;2020-11-24;20.0;Germany;Leipzig;0.0;750.0
656;93;P1;20;B4;P1_20_B4;800;1.0;none;0;2020-11-04;2020-11-24;20.0;Germany;Leipzig;0.0;800.0
657;88;P1;20;B1;P1_20_B1;750;2.0;none;0;2020-11-05;2020-11-24;19.0;Germany;Luebeck;0.0;1500.0
658;316;P1;20;B0;P1_20_B0;750;1.0;none;0;2020-11-05;2020-11-19;14.0;Germany;Bad Langensalza;0.0;750.0
659;224;P1;20;B1;P1_20_B1;750;1.0;none;0;2020-11-05;2020-11-19;14.0;USA;Houston;0.0;750.0
660;224;P1;20;B3;P1_20_B3;750;2.0;none;0;2020-11-05;2020-11-19;14.0;USA;Houston;0.0;1500.0
661;18;P1;20;B4;P1_20_B4;800;2.0;none;0;2020-11-06;2021-04-08;153.0;Belgium;Zwijnaarde;0.0;1600.0
662;253;P1;10;B0;P1_10_B0;750;7.0;none;0;2020-11-05;2021-01-20;76.0;Czech Republic;Brno-Kralove Pole;0.0;5250.0
663;253;P1;20;B0;P1_20_B0;750;5.0;none;0;2020-11-05;2021-01-20;76.0;Czech Republic;Brno-Kralove Pole;0.0;3750.0
664;210;P2;C2;B0;P2_C2_B0;700;2.0;none;0;2020-11-09;2020-12-08;29.0;Japan;Tokyo;0.0;1400.0
665;210;P2;C3;B0;P2_C3_B0;700;2.0;none;0;2020-11-09;2020-12-08;29.0;Japan;Tokyo;0.0;1400.0
666;21;P1;10;B3;P1_10_B3;750;1.0;none;0;2020-11-10;2020-11-20;10.0;Italy;Padova;0.0;750.0
667;81;P2;C3;B0;P2_C3_B0;700;1.0;none;0;2020-10-21;2020-12-08;48.0;UK;Norwich;0.0;700.0
668;100;P1;30;B1;P1_30_B1;750;10.0;M4;1000000;2020-11-10;2021-09-03;297.0;USA;Carlsbad;0.0;1007500.0
669;74;P1;20;B3;P1_20_B3;750;1.0;none;0;2020-11-09;2020-11-19;10.0;Germany;Neuss;0.0;750.0
670;104;P1;20;B0;P1_20_B0;750;1.0;none;0;2020-11-05;2020-12-01;26.0;Canada;Vancouver;0.0;750.0
671;2;P1;30;B2;P1_30_B2;750;1.0;none;0;2020-11-03;2020-11-05;2.0;Ireland;Donegal;1.0;750.0
672;88;P1;20;B1;P1_20_B1;750;1.0;none;0;2020-11-04;2020-11-06;2.0;Germany;Luebeck;1.0;750.0
673;93;P1;20;B3;P1_20_B3;750;1.0;none;0;2020-11-02;2020-11-03;1.0;Germany;Leipzig;1.0;750.0
674;87;P2;C2;B0;P2_C2_B0;700;1.0;none;0;2020-10-29;2020-11-06;8.0;Netherlands;Rotterdam;1.0;700.0
675;154;P1;40;B0;P1_40_B0;750;3.0;none;0;2020-10-23;2020-11-11;19.0;France;Lyon;0.0;2250.0
676;316;P1;20;B0;P1_20_B0;750;1.0;none;0;2020-10-14;2020-11-02;19.0;Germany;Bad Langensalza;0.0;750.0
677;193;P1;20;B1;P1_20_B1;750;2.0;none;0;2020-09-30;2020-11-17;48.0;Ireland;Dublin;0.0;1500.0
678;2;P1;40;B2;P1_40_B2;750;1.0;none;0;2020-11-09;2021-05-17;189.0;USA;Alameda;0.0;750.0
679;2;P1;50;B2;P1_50_B2;750;2.0;none;0;2020-11-09;2021-07-16;249.0;USA;Alameda;0.0;1500.0
680;2;P1;50;B0;P1_50_B0;750;2.0;none;0;2020-11-09;2021-05-17;189.0;USA;Alameda;0.0;1500.0
681;120;P1;00;B2;P1_00_B2;900;1.0;none;0;2020-11-12;2020-12-16;34.0;Belgium;Leuven;0.0;900.0
682;110;P2;C2;B0;P2_C2_B0;700;2.0;M7;55000;2020-11-11;2020-12-04;23.0;South Korea;Seoul;0.0;56400.0
683;98;P1;20;B0;P1_20_B0;750;2.0;none;0;2020-11-11;2021-04-16;156.0;Austria;Rainbach;0.0;1500.0
684;245;P1;30;B3;P1_30_B3;750;1.0;none;0;2020-11-03;2021-03-18;135.0;Netherlands;Wageningen;0.0;750.0
685;147;P1;20;B2;P1_20_B2;750;1.0;none;0;2020-11-10;2020-11-16;6.0;USA;Framingham;0.0;750.0
686;267;P1;30;B2;P1_30_B2;750;1.0;none;0;2020-11-13;2020-11-27;14.0;UK;Edinburgh;0.0;750.0
687;54;P1;20;B4;P1_20_B4;800;1.0;none;0;2020-11-13;2020-11-19;6.0;UK;London;0.0;800.0
688;54;P1;20;B3;P1_20_B3;750;1.0;none;0;2020-11-13;2020-11-19;6.0;UK;London;0.0;750.0
689;270;P1;40;B2;P1_40_B2;750;1.0;none;0;2020-11-12;2020-11-27;15.0;UK;Nottingham;0.0;750.0
690;291;P2;C2;B0;P2_C2_B0;700;2.0;M7;55000;2020-11-05;2020-12-04;29.0;Germany;Cologne;0.0;56400.0
691;316;P1;20;B0;P1_20_B0;750;1.0;none;0;2020-11-17;2020-12-15;28.0;Germany;Bad Langensalza;0.0;750.0
692;185;P2;C3;B0;P2_C3_B0;700;2.0;none;0;2020-11-17;2020-12-14;27.0;USA;New York;0.0;1400.0
693;185;P1;20;B1;P1_20_B1;750;2.0;none;0;2020-11-17;2020-12-14;27.0;USA;New York;0.0;1500.0
694;185;P1;20;B4;P1_20_B4;800;2.0;none;0;2020-11-17;2020-12-14;27.0;USA;New York;0.0;1600.0
695;193;P1;20;B1;P1_20_B1;750;1.0;none;0;2020-09-30;2020-11-27;58.0;Ireland;Dublin;0.0;750.0
696;193;P1;20;B1;P1_20_B1;750;3.0;none;0;2020-11-12;2020-12-22;40.0;Ireland;Dublin;0.0;2250.0
697;277;P1;20;B3;P1_20_B3;750;1.0;none;0;2020-11-18;2020-11-27;9.0;Netherlands;Wageningen;0.0;750.0
698;143;P1;30;B4;P1_30_B4;800;1.0;none;0;2020-11-19;2020-12-21;32.0;Austria;Weiz;0.0;800.0
699;143;P1;30;B4;P1_30_B4;800;1.0;none;0;2020-11-19;2020-12-21;32.0;Austria;Weiz;0.0;800.0
700;17;P1;40;B3;P1_40_B3;750;8.0;none;0;2020-07-01;2020-09-16;77.0;USA;Fountain Valley;0.0;6000.0
701;17;P1;40;B3;P1_40_B3;750;12.0;none;0;2020-07-01;2020-11-24;146.0;USA;Fountain Valley;0.0;9000.0
702;265;P1;20;B2;P1_20_B2;750;3.0;none;0;2020-11-05;2020-12-03;28.0;Germany;Neubiberg;0.0;2250.0
703;197;P1;X1;B0;P1_X1_B0;50;7.0;none;0;2020-11-23;2021-01-27;65.0;South Korea;Seoul;0.0;350.0
704;309;P1;40;B0;P1_40_B0;750;2.0;none;0;2020-11-16;2020-12-17;31.0;USA;Aurora;0.0;1500.0
705;277;P1;20;B3;P1_20_B3;750;1.0;none;0;2020-11-18;2020-11-27;9.0;Netherlands;Wageningen;0.0;750.0
706;255;P1;10;B3;P1_10_B3;750;4.0;none;0;2020-11-18;2020-12-16;28.0;USA;Cambridge;0.0;3000.0
707;109;P1;40;B3;P1_40_B3;750;1.0;none;0;2020-11-24;2021-02-10;78.0;Switzerland;Sion;0.0;750.0
708;109;P1;20;B3;P1_20_B3;750;1.0;none;0;2020-11-24;2021-02-10;78.0;Switzerland;Sion;0.0;750.0
709;316;P1;20;B0;P1_20_B0;750;1.0;none;0;2020-11-24;2021-04-16;143.0;Germany;Bad Langensalza;0.0;750.0
710;220;P1;30;B0;P1_30_B0;750;10.0;none;0;2020-11-24;2021-01-29;66.0;Ireland;Dungloe;0.0;7500.0
711;152;P3;N1;B2;P3_N1_B2;700;2.0;none;0;2020-07-02;2021-03-26;267.0;Germany;Andernach;0.0;1400.0
712;152;P3;N2;B2;P3_N2_B2;700;2.0;none;0;2020-07-02;2021-03-26;267.0;Germany;Andernach;0.0;1400.0
713;152;P3;N3;B2;P3_N3_B2;700;2.0;none;0;2020-07-02;2021-03-26;267.0;Germany;Andernach;0.0;1400.0
714;17;P1;40;B3;P1_40_B3;750;10.0;none;0;2020-11-23;2021-04-06;134.0;USA;Fountain Valley;0.0;7500.0
715;2;P1;30;B2;P1_30_B2;750;3.0;none;0;2020-11-23;2021-06-04;193.0;USA;Alameda;0.0;2250.0
716;156;P1;40;B0;P1_40_B0;750;3.0;none;0;2020-11-25;2020-12-17;22.0;Italy;Guidonia (RM);0.0;2250.0
717;226;P2;C2;B0;P2_C2_B0;700;1.0;none;0;2020-11-13;2020-11-25;12.0;Germany;Mannheim;1.0;700.0
718;158;P1;30;B1;P1_30_B1;750;5.0;none;0;2020-11-01;2020-11-27;26.0;USA;Northbrook;0.0;3750.0
719;121;P2;C2;B0;P2_C2_B0;700;1.0;none;0;2020-10-13;2020-11-20;38.0;Austria;Vienna;0.0;700.0
720;121;P2;C3;B0;P2_C3_B0;700;1.0;none;0;2020-10-13;2020-11-20;38.0;Austria;Vienna;0.0;700.0
721;11;P1;00;B0;P1_00_B0;750;5.0;none;0;2019-11-05;2020-08-14;283.0;USA;St. Louis;0.0;3750.0
722;11;P1;00;B2;P1_00_B2;900;5.0;none;0;2019-11-05;2020-11-23;384.0;USA;St. Louis;0.0;4500.0
723;11;P1;00;B2;P1_00_B2;900;1.0;none;0;2019-11-05;2020-11-23;384.0;USA;St. Louis;1.0;900.0
724;260;P1;30;B0;P1_30_B0;750;2.0;none;0;2020-11-23;2021-06-10;199.0;USA;San Francisco;0.0;1500.0
725;260;P1;30;B2;P1_30_B2;750;2.0;none;0;2020-11-23;2021-05-06;164.0;USA;San Francisco;0.0;1500.0
726;260;P1;30;B3;P1_30_B3;750;2.0;none;0;2020-11-23;2021-06-10;199.0;USA;San Francisco;0.0;1500.0
727;260;P1;30;B4;P1_30_B4;800;2.0;none;0;2020-11-23;2021-06-18;207.0;USA;San Francisco;0.0;1600.0
728;226;P2;C2;B0;P2_C2_B0;700;2.0;none;0;2020-11-27;2021-01-08;42.0;Germany;Mannheim;0.0;1400.0
729;58;P2;C3;B4;P2_C3_B4;750;4.0;none;0;2020-11-23;2021-01-29;67.0;France;Lyon;0.0;3000.0
730;58;P2;C3;B3;P2_C3_B3;750;2.0;none;0;2020-11-23;2021-01-29;67.0;France;Lyon;0.0;1500.0
731;58;P2;C2;B0;P2_C2_B0;700;6.0;none;0;2020-11-23;2021-01-07;45.0;France;Lyon;0.0;4200.0
732;58;P2;C1;B0;P2_C1_B0;700;1.0;none;0;2020-11-23;2021-01-07;45.0;France;Lyon;0.0;700.0
733;146;P1;40;B4;P1_40_B4;800;2.0;none;0;2020-11-26;2020-12-02;6.0;Germany;Karlsruhe;0.0;1600.0
734;201;P1;20;B0;P1_20_B0;750;3.0;none;0;2020-12-02;2021-02-01;61.0;Netherlands;Hertogenbosch;0.0;2250.0
735;232;P1;20;B0;P1_20_B0;750;5.0;M3;100000;2020-12-03;2021-04-14;132.0;Canada;Toronto;0.0;103750.0
736;16;P1;20;B0;P1_20_B0;750;3.0;none;0;2020-12-02;2021-07-12;222.0;Canada;Toronto;0.0;2250.0
737;184;P1;20;B2;P1_20_B2;750;1.0;M2;35000;2020-08-27;2021-02-05;162.0;USA;Gaithersburg;0.0;35750.0
738;184;P1;20;B0;P1_20_B0;750;1.0;M2;35000;2020-08-27;2021-02-05;162.0;USA;Gaithersburg;0.0;35750.0
739;184;P3;N2;B2;P3_N2_B2;700;1.0;M2;35000;2020-08-27;2021-03-12;197.0;USA;Gaithersburg;0.0;35700.0
740;105;P1;20;B1;P1_20_B1;750;2.0;none;0;2020-12-02;2021-03-12;100.0;Spain;Madrid;0.0;1500.0
741;266;P2;C2;B0;P2_C2_B0;700;2.0;none;0;2020-12-04;2020-12-14;10.0;UK;Cambridge;0.0;1400.0
742;266;P2;C3;B0;P2_C3_B0;700;2.0;none;0;2020-12-04;2020-12-14;10.0;UK;Cambridge;0.0;1400.0
743;232;P1;20;B0;P1_20_B0;750;5.0;none;0;2020-12-04;2020-12-09;5.0;Canada;Toronto;1.0;3750.0
744;2;P1;30;B2;P1_30_B2;750;1.0;none;0;2020-12-07;2020-12-08;1.0;Ireland;Donegal;1.0;750.0
745;182;P1;20;B1;P1_20_B1;750;2.0;none;0;2020-12-01;2020-12-17;16.0;Finnland;Espoo;1.0;1500.0
746;241;P1;20;B0;P1_20_B0;750;1.0;none;0;2020-12-03;2020-12-04;1.0;USA;Seattle;1.0;750.0
747;74;P1;20;B3;P1_20_B3;750;1.0;none;0;2020-12-04;2020-12-07;3.0;Germany;Neuss;1.0;750.0
748;87;P2;C2;B0;P2_C2_B0;700;1.0;none;0;2020-12-01;2020-12-03;2.0;Netherlands;Rotterdam;1.0;700.0
749;98;P1;20;B0;P1_20_B0;750;1.0;none;0;2020-12-01;2020-12-01;0.0;Austria;Rainbach;1.0;750.0
750;98;P1;20;B0;P1_20_B0;750;1.0;none;0;2020-12-01;2020-12-01;0.0;Austria;Rainbach;1.0;750.0
751;262;P2;C2;B0;P2_C2_B0;700;2.0;none;0;2020-10-27;2020-12-03;37.0;Germany;Göttingen;0.0;1400.0
752;91;P1;00;B2;P1_00_B2;900;4.0;M3;100000;2020-06-04;2020-12-07;186.0;China;Shenzhen;0.0;103600.0
753;166;P1;20;B1;P1_20_B1;750;1.0;none;0;2020-12-02;2021-04-02;121.0;USA;New York;0.0;750.0
754;166;P1;20;B4;P1_20_B4;800;2.0;none;0;2020-12-02;2021-05-11;160.0;USA;New York;0.0;1600.0
755;198;P1;10;B1;P1_10_B1;750;3.0;none;0;2020-12-08;2020-12-11;3.0;Germany;Renningen;0.0;2250.0
756;246;P1;20;B1;P1_20_B1;750;4.0;none;0;2020-12-10;2021-03-17;97.0;China;Suzhou Jiangsu;0.0;3000.0
757;246;P1;30;B1;P1_30_B1;750;1.0;none;0;2020-12-10;2021-04-20;131.0;China;Suzhou Jiangsu;0.0;750.0
758;246;P1;30;B4;P1_30_B4;800;1.0;none;0;2020-12-10;2021-04-20;131.0;China;Suzhou Jiangsu;0.0;800.0
759;316;P1;20;B0;P1_20_B0;750;1.0;none;0;2020-12-10;2021-04-16;127.0;Germany;Bad Langensalza;0.0;750.0
760;131;P1;00;B1;P1_00_B1;900;4.0;none;0;2020-12-10;2021-08-06;239.0;USA;Sunnyvale;0.0;3600.0
761;101;P1;20;B1;P1_20_B1;750;2.0;none;0;2020-12-08;2021-03-25;107.0;USA;San Diego;0.0;1500.0
762;101;P1;20;B0;P1_20_B0;750;2.0;none;0;2020-12-08;2021-05-17;160.0;USA;San Diego;0.0;1500.0
763;316;P1;20;B0;P1_20_B0;750;1.0;none;0;2020-12-11;2021-05-06;146.0;Germany;Bad Langensalza;0.0;750.0
764;291;P1;40;B2;P1_40_B2;750;2.0;none;0;2021-09-22;2021-10-20;28.0;Germany;Cologne;0.0;1500.0
765;291;P2;C2;B0;P2_C2_B0;700;1.0;none;0;2020-12-11;2020-12-15;4.0;Germany;Cologne;0.0;700.0
766;301;P1;30;B3;P1_30_B3;750;2.0;not a machine;0;2020-12-12;2021-03-18;96.0;UK;London;0.0;1500.0
767;115;P1;20;B3;P1_20_B3;750;1.0;none;0;2020-12-14;2022-05-23;525.0;Germany;Furtwangen;0.0;750.0
768;226;P2;C2;B0;P2_C2_B0;700;1.0;none;0;2020-11-18;2021-01-08;51.0;Germany;Mannheim;0.0;700.0
769;217;P1;20;B3;P1_20_B3;750;1.0;none;0;2020-12-15;2021-04-20;126.0;Austria;Graz;0.0;750.0
770;316;P1;20;B0;P1_20_B0;750;1.0;none;0;2020-12-16;2021-05-06;141.0;Germany;Bad Langensalza;0.0;750.0
771;129;P2;C2;B0;P2_C2_B0;700;1.0;none;0;2020-12-17;2020-12-18;1.0;UK;London;0.0;700.0
772;150;P1;20;B1;P1_20_B1;750;2.0;M2;35000;2020-12-15;2021-02-10;57.0;UK;Hertfordshire;0.0;36500.0
773;203;P1;10;B4;P1_10_B4;850;2.0;none;0;2020-12-17;2021-04-01;105.0;Sweden;Uppsala;0.0;1700.0
774;133;P1;40;B1;P1_40_B1;750;2.0;none;0;2020-12-17;2021-05-10;144.0;France;Loos;0.0;1500.0
775;133;P1;40;B3;P1_40_B3;750;2.0;none;0;2020-12-17;2021-04-20;124.0;France;Loos;0.0;1500.0
776;133;P1;40;B4;P1_40_B4;800;2.0;none;0;2020-12-17;2021-05-10;144.0;France;Loos;0.0;1600.0
777;266;P2;C3;B0;P2_C3_B0;700;1.0;none;0;2020-12-01;2020-12-17;16.0;UK;Cambridge;1.0;700.0
778;237;P1;00;B2;P1_00_B2;900;1.0;none;0;2020-12-16;2020-12-17;1.0;USA;Tempe;1.0;900.0
779;2;P1;30;B2;P1_30_B2;750;4.0;none;0;2020-12-14;2020-12-15;1.0;Ireland;Donegal;1.0;3000.0
780;310;P1;20;B2;P1_20_B2;750;1.0;none;0;2020-12-07;2020-12-07;0.0;France;Lille;1.0;750.0
781;238;P1;20;B1;P1_20_B1;750;4.0;M3;100000;2020-12-07;2020-12-14;7.0;UK;Chichester;0.0;103000.0
782;20;P1;20;B1;P1_20_B1;750;1.0;none;0;2020-12-07;2020-12-10;3.0;USA;Tempe;1.0;750.0
783;203;P1;10;B4;P1_10_B4;850;4.0;none;0;2020-11-01;2020-12-10;39.0;Sweden;Uppsala;0.0;3400.0
784;148;P1;10;B4;P1_10_B4;850;4.0;M1;40000;2020-12-15;2021-06-08;175.0;China;Hong Kong;0.0;43400.0
785;263;P1;30;B0;P1_30_B0;750;1.0;M1;40000;2020-12-18;2021-01-27;40.0;UK;Newtownabbey;0.0;40750.0
786;44;P1;10;B2;P1_10_B2;750;4.0;M1;40000;2020-12-13;2021-02-05;54.0;China;Wuhan;0.0;43000.0
787;22;P1;20;B2;P1_20_B2;750;6.0;M1;40000;2020-12-15;2021-04-16;122.0;France;Grenoble;0.0;44500.0
788;296;P2;C2;B0;P2_C2_B0;700;4.0;M7;55000;2020-12-28;2021-03-02;64.0;Netherlands;Utrecht;0.0;57800.0
789;203;P1;10;B4;P1_10_B4;850;4.0;M3;100000;2020-12-28;2021-03-11;73.0;Sweden;Uppsala;0.0;103400.0
790;203;P1;10;B4;P1_10_B4;850;4.0;M3;100000;2020-12-28;2021-03-11;73.0;Sweden;Uppsala;0.0;103400.0
791;317;P1;40;B0;P1_40_B0;750;4.0;none;0;2020-12-30;2021-02-11;43.0;Spain;San Sebastian;0.0;3000.0
792;125;P1;00;B3;P1_00_B3;850;1.0;none;0;2020-11-01;2021-01-06;66.0;Poland;Warsaw;1.0;850.0
793;268;P1;20;B2;P1_20_B2;750;1.0;none;0;2021-01-05;2021-01-06;1.0;USA;Athens;1.0;750.0
794;182;P1;20;B1;P1_20_B1;750;1.0;none;0;2021-01-06;2021-01-13;7.0;Finnland;Espoo;1.0;750.0
795;182;P1;30;B4;P1_30_B4;800;1.0;none;0;2021-01-06;2021-01-13;7.0;Finnland;Espoo;1.0;800.0
796;305;P1;20;B2;P1_20_B2;750;3.0;none;0;2021-01-05;2021-04-26;111.0;Switzerland;Sion;0.0;2250.0
797;196;P1;40;B1;P1_40_B1;750;1.0;none;0;2021-01-05;2021-03-25;79.0;UK;Oxfordshire;0.0;750.0
798;164;P1;30;B3;P1_30_B3;750;1.0;none;0;2021-01-07;2021-03-12;64.0;Germany;Göttingen;0.0;750.0
799;140;P1;30;B1;P1_30_B1;750;4.0;none;0;2021-01-06;2021-04-14;98.0;USA;San Francisco;0.0;3000.0
800;104;P1;20;B4;P1_20_B4;800;1.0;none;0;2021-01-06;2021-07-12;187.0;Canada;Vancouver;0.0;800.0
801;191;P1;20;B2;P1_20_B2;750;1.0;none;0;2021-01-08;2021-01-13;5.0;USA;Boston;1.0;750.0
802;272;P1;X4;B0;P1_X4_B0;50;1.0;none;0;2021-01-11;2021-01-11;0.0;UK;Portsmouth;0.0;50.0
803;191;P1;20;B2;P1_20_B2;750;2.0;none;0;2021-01-06;2021-04-26;110.0;USA;Boston;0.0;1500.0
804;196;P1;40;B4;P1_40_B4;800;1.0;none;0;2021-01-05;2021-03-25;79.0;UK;Oxfordshire;0.0;800.0
805;235;P1;30;B0;P1_30_B0;750;2.0;M3;100000;2020-12-22;2021-03-30;98.0;China;Hong Kong;0.0;101500.0
806;182;P1;30;B4;P1_30_B4;800;1.0;none;0;2021-01-12;2021-01-27;15.0;Finnland;Espoo;1.0;800.0
807;182;P1;30;B4;P1_30_B4;800;1.0;none;0;2021-01-12;2021-01-27;15.0;Finnland;Espoo;1.0;800.0
808;317;P1;40;B0;P1_40_B0;750;4.0;none;0;2021-01-11;2021-04-08;87.0;Spain;San Sebastian;0.0;3000.0
809;105;P1;20;B1;P1_20_B1;750;4.0;none;0;2021-01-11;2021-01-28;17.0;Spain;Madrid;0.0;3000.0
810;2;P1;30;B2;P1_30_B2;750;60.0;none;0;2021-02-01;2021-04-23;81.0;Ireland;Donegal;0.0;45000.0
811;2;P1;30;B2;P1_30_B2;750;31.0;none;0;2021-03-01;2021-05-25;85.0;Ireland;Donegal;0.0;23250.0
812;2;P1;30;B2;P1_30_B2;750;15.0;none;0;2021-04-01;2021-06-04;64.0;Ireland;Donegal;0.0;11250.0
813;2;P1;30;B2;P1_30_B2;750;50.0;none;0;2021-05-01;2021-07-16;76.0;Ireland;Donegal;0.0;37500.0
814;2;P1;30;B2;P1_30_B2;750;20.0;none;0;2021-06-01;2021-08-20;80.0;Ireland;Donegal;0.0;15000.0
815;2;P1;30;B2;P1_30_B2;750;30.0;none;0;2021-07-01;2021-09-17;78.0;Ireland;Donegal;0.0;22500.0
816;2;P1;30;B2;P1_30_B2;750;20.0;none;0;2021-09-01;2021-12-22;112.0;Ireland;Donegal;0.0;15000.0
817;2;P1;30;B2;P1_30_B2;750;5.0;none;0;2021-11-01;2022-04-05;155.0;Ireland;Donegal;0.0;3750.0
818;2;P1;30;B2;P1_30_B2;750;5.0;none;0;2021-12-01;2022-05-10;160.0;Ireland;Donegal;0.0;3750.0
819;193;P1;30;B1;P1_30_B1;750;2.0;none;0;2020-09-30;2020-12-14;75.0;Ireland;Dublin;0.0;1500.0
820;238;P1;20;B1;P1_20_B1;750;3.0;none;0;2021-01-15;2022-04-12;452.0;UK;Chichester;0.0;2250.0
821;91;P1;10;B2;P1_10_B2;750;2.0;none;0;2020-12-07;2021-06-08;183.0;China;Shenzhen;0.0;1500.0
822;2;P1;30;B2;P1_30_B2;750;1.0;none;0;2021-01-19;2021-01-21;2.0;Ireland;Donegal;1.0;750.0
823;2;P1;30;B2;P1_30_B2;750;1.0;none;0;2021-01-19;2021-01-21;2.0;Ireland;Donegal;1.0;750.0
824;2;P1;30;B2;P1_30_B2;750;1.0;none;0;2021-01-19;2021-01-21;2.0;Ireland;Donegal;1.0;750.0
825;201;P1;20;B0;P1_20_B0;750;4.0;none;0;2021-01-20;2021-05-14;114.0;Netherlands;Hertogenbosch;0.0;3000.0
826;296;P1;20;B3;P1_20_B3;750;1.0;none;0;2021-01-20;2021-06-04;135.0;Netherlands;Utrecht;0.0;750.0
827;89;P1;20;B1;P1_20_B1;750;2.0;none;0;2020-12-08;2021-05-05;148.0;Italy;Ispra;0.0;1500.0
828;89;P1;20;B3;P1_20_B3;750;2.0;none;0;2020-12-08;2021-05-05;148.0;Italy;Ispra;0.0;1500.0
829;2;P1;30;B2;P1_30_B2;750;40.0;none;0;2020-11-01;2021-01-21;81.0;Ireland;Donegal;0.0;30000.0
830;2;P1;30;B2;P1_30_B2;750;40.0;none;0;2020-12-01;2021-02-24;85.0;Ireland;Donegal;0.0;30000.0
831;270;P1;40;B2;P1_40_B2;750;1.0;none;0;2021-01-20;2021-07-06;167.0;UK;Nottingham;0.0;750.0
832;14;P1;20;B0;P1_20_B0;750;3.0;none;0;2021-01-22;2021-05-17;115.0;Russia;St. Petersburg;0.0;2250.0
833;217;P1;40;B3;P1_40_B3;750;1.0;none;0;2021-01-19;2021-07-23;185.0;Austria;Graz;0.0;750.0
834;237;P2;C1;B0;P2_C1_B0;700;6.0;none;0;2021-01-16;2021-01-26;10.0;USA;Tempe;0.0;4200.0
835;172;P1;30;B4;P1_30_B4;800;1.0;none;0;2021-01-19;2021-07-30;192.0;Canada;Hamilton;0.0;800.0
836;224;P1;30;B0;P1_30_B0;750;2.0;none;0;2021-01-19;2021-06-18;150.0;USA;Houston;0.0;1500.0
